,Has Author,Has Capture,Has Download Size,Has Download URL,Has Downloads,Has License,Has Logo,Has Name,Has Num Votes,Has OS,Has OS Details,Has Price,Has Project,Has Score Votes,Has Status,Has Summary,Has Topic,Has URL,Has Version,Has Warning,Has Warning Type,Supports ODF,Is Hosted in SC,Data de creació,Categories
Rebost:Calibre,Kovid Goyal,Fitxer:Calibre.jpg,,"http://status.calibre-ebook.com/dist/win32,http://status.calibre-ebook.com/dist/portable,http://status.calibre-ebook.com/dist/win64,http://status.calibre-ebook.com/dist/osx32,http://calibre-ebook.com/download_linux","3,049",Programari lliure,Fitxer:Calibrelogo.jpg,Calibre,24,"Windows,Windows64,Linux,OSX",portable,0 €,,2.25,Estable,"El '''calibre''' és una aplicació gratuïta i de codi lliure per a la gestió de biblioteques de llibres electrònics. 

El calibre és una eina molt completa i versàtil, apta per a un ús bàsic com a visor de llibres electrònics i també per a un ús avançat fent-la servir per baixar notícies, convertir llibres entre els formats suportats o tasques d'edició.

Té un gran ventall de…",Ofimàtica,http://calibre-ebook.com,"2.33,2.41",,,verdader,fals,2 novembre 2012 20:43:25,
Rebost:Canal Parlament,Parlament de Catalunya,Fitxer:CanalParlament.PNG,"5,872,026","https://itunes.apple.com/app/canal-parlament/id581505499?l=ca&mt=8,https://play.google.com/store/apps/details?id=cat.parlament.canalparlament",193,Programa comercial,Fitxer:CanalParlament Logo.jpg,Canal Parlament,17,"iOS,Android",,Gratuït,,2471,Estable,"El '''Canal Parlament''' és una plataforma audiovisual que té per objectiu divulgar l’activitat del Parlament de Catalunya amb continguts informatius accessibles per a tots els públics. Hi trobareu els vídeos de les darreres sessions parlamentàries, així com reportatges, conferències de premsa, i altres programes.…",Utilitats,http://www.parlament.cat/web/serveis/contacteu/busties-atencio,"1.0,1.0.2",,,,fals,7 gener 2013 11:04:46,
Rebost:Cartes du Ciel,Patrick Chevalley,Fitxer:Rebost-astro.gif,"24,000,000",http://www.ap-i.net/skychart/download,3,Programari gratuït,,Cartes du Ciel,82,Windows,,,,2.78,Estable,"'''Cartes del Cel''' és un magnífic atles del cel. En la versió bàsica inclou milers d'estels i objectes de cel profund. Hi ha disponibles molts catàlegs descarregables per arribar a milions d'objectes.   Una eina molt bona per a astrònoms afeccionats. 

'''''Nota:''' la instal·lació d'aquest programa està en català, s'ha de descarregar la versió per a Windows. Un cop instal·lada, si teniu l'ordenador configurat en català, el…",Educació/Ciència,http://www.ap-i.net/skychart/,3.6,,,,fals,18 març 2008 20:54:52,
Rebost:Catalan Verbs HD,iEdutainments Limited,Fitxer:CatalanVerbs.PNG,"61,236,838",https://itunes.apple.com/app/catalan-verbs-hd-learnbots/id466247754?l=ca&mt=8,"1,636",Programa comercial,Fitxer:CatalanVerbs.jpg,Catalan Verbs HD,26,iOS,,Gratuït,,2962,Estable,"Aquesta aplicació, que estimula la memòria, us mostrarà com aprendre els verbs catalans i les seves conjugacions, d'una manera molt més ràpid que qualsevol altre mètode tradicional. També compta amb la pronunciació completa d'un parlant nadiu de català. És ideal per als estudiants de tots els nivells.…",Llengua,http://www.learnbots.com/,6.1.7,,,,fals,4 gener 2013 17:59:04,
Rebost:Catalanitzador de Softcatalà,Softcatalà,Fitxer:Catalanitzador.png,"1,262,184,731,416","https://baixades.softcatala.org/?url=http%3A%2F%2Fwww.softcatala.org%2Fpub%2Fsoftcatala%2Fcatalanitzador%2FCatalanitzadorPerAlWindows.exe&id=5643&mirall=softcatala2&extern=2&versio=2.6.6&so=win32,https://baixades.softcatala.org/?url=http%3A%2F%2Fwww.softcatala.org%2Fpub%2Fsoftcatala%2Fcatalanitzador%2FCatalanitzadorPerAlMac.zip&id=5643&mirall=softcatala2&extern=2&versio=2.6.6&so=mac","206,435",GPL,Fitxer:Catalanitzador-64x64.png,Catalanitzador de Softcatalà,393,"Windows,OSX",,,Projectes/Catalanitzador de Softcatalà,3835,Estable,"El '''Catalanitzador de Softcatalà''' permet catalanitzar els ordinadors amb Windows o Mac de forma senzilla i automàtica. 

'''Versió de Windows'''

Instal·la els següents paquets oficials d'idioma:
Windows XP, Vista, 7, 8, 8.1 i Windows 10Microsoft Office 2003, 2007, 2010, 2013 i 2016 (32 i 64 bits)Internet Explorer 6, 7, 8, 9, 10 i 11Adobe Reader 9, 10, 11 i DC (lector PDF)Windows Live Essentials 2009…",Utilitats,https://www.softcatala.org/catalanitzador,2.6.6,,,,verdader,26 novembre 2011 18:00:44,
Rebost:Cheese,Daniel G. Siegel,Fitxer:Rebost Cheese.png,"5,300,000",http://projects.gnome.org/cheese/download,447,Programari lliure,Fitxer:Logo Cheese.svg,Cheese,46,Linux,,,Mida=Projectes/GNOME,2.5,Estable,"El '''Cheese''' és el programa oficial de l'escriptori GNOME que permet fer fotos i vídeos amb la càmera web del nostre ordinador, com si fos una cabina de fotografies.

Permet fer senzilles modificacions amb múltiples efectes. Utilitza GStreamer per aplicar efectes a les fotos i vídeos. Pot exportar a Flickr i s'integra amb les altres eines de l'escriptori GNOME.

El Cheese inclou els seguents efectes:  
MalvaBlanc…",Multimèdia,http://projects.gnome.org/cheese/,2.32,,,,fals,5 agost 2010 13:43:39,
Rebost:Childsplay,Stas Zytkiewicz,Fitxer:Captura-childsplay.png,"33,839,496,15,226,041","http://sourceforge.net/projects/schoolsplay/files/childsplay_sp-win32/,http://sourceforge.net/projects/schoolsplay/files/childsplay_sp/","3,841",Programari lliure,Fitxer:Logo-childsplay.png,Childsplay,88,"Windows,Linux","No actualitzable,Darrera versió",,,2852,Estable,"El '''Childsplay''' (''Joc de nens'') forma part de la família de programes «Childsplay / CognitionPlay / Schoolsplay».

El Childsplay està orientat als usuaris domèstics, però també pot ser utilitzat a les escoles d'infantil i primària. Aquest paquet d'activitats està pensat perquè els més menuts es familiaritzin amb l'alfabet i els nombres, aprenguin a moure el ratolí i a utilitzar el teclat, i hi facin activitats lúdiques…",Jocs,http://www.schoolsplay.org/,"1.6,2.3",,,,fals,29 gener 2009 15:02:15,
Rebost:ClickToFlash,Marc Hoyois,,,https://github.com/hoyois/clicktoplugin/releases/download/v2.9.5/ClickToFlash.safariextz,7,,Fitxer:Clicktoplugin.jpeg,ClickToFlash,0,OSX,,Gratuït,,0,Estable,"El '''ClickToFlash''' és una extensió pel navegador Safari d'OS X per a blocar l'ús de connector Adobe Flash.

També us pot interessar el ClicToPlugin que bloca tots els connectors del Safari.…",Internet Eines,http://hoyois.github.io/safariextensions/clicktoplugin/,2.9.5,,,,fals,30 juny 2014 20:13:46,
Rebost:ClickToPlugin,Marc Hoyois,,,https://github.com/hoyois/clicktoplugin/releases/download/v2.9.5/ClickToPlugin.safariextz,12,,Fitxer:Clicktoplugin.jpeg,ClickToPlugin,0,OSX,,Gratuït,,0,Estable,"El '''ClickToPlugin''' és una extensió pel navegador Safari d'OS X per a blocar l'ús de connectors, en especial, l'Adobe Flash.…",Internet Eines,http://hoyois.github.io/safariextensions/clicktoplugin/,2.9.5,,,,fals,29 juny 2014 13:21:19,
Rebost:Cobian backup,Luis Cobian,Fitxer:Rebost CobianBackUp.png,"14,800,000",http://files.cobiansoft.com/programz/cbSetup.exe,"1,585",Programari gratuït,,Cobian backup,45,Windows,,,,2156,Estable,"El '''Cobian Backup''' és un programa multi-fil que es pot utilitzar per fer còpies de seguretat de fitxers i directoris des de la seva ubicació original a altres directoris o unitats en el mateix equip o en un altre ordinador de la nostra xarxa. La còpia de seguretat amb FTP també és compatible en ambdues direccions (descàrrega i pujada).

El Cobian Backup existeix en dues versions…",Utilitats,http://www.cobiansoft.com/cobianbackup.htm,10,,,,fals,15 setembre 2010 16:09:45,
Rebost:CocoAspell,Anton Leuski,,"3,800,000",http://cocoaspell.leuski.net/,"2,153",Programari Lliure,Fitxer:LogoCocoAspell.jpg,CocoAspell,104,OSX,,,,2615,Estable,"El '''CocoAspell''' és una interfície d'usuari per al verificador ortogràfic Aspell. Amb cocoaspell podreu verificar l'ortografia dins dels vostres programes favorits per a Mac, ja sigui el '''Mail''', el '''Safari''', '''TextEdit''' o qualsevol altra aplicació Cocoa.

També té filtres per a poder verificar text escrit directament en HTML, TeX o LaTeX, SGML, texinfo i altres.

'''Atenció!''': Si feu servir el Word per a Mac, aquest…",Llengua,http://cocoaspell.leuski.net/,2.0.4,,,,fals,25 desembre 2008 11:48:16,
Rebost:Contausa,AUSATEL,Fitxer:Rebost-contausa.png,"11,400,000",http://www.ausatel.com/downloads/ContAUSA_2009.exe,"3,531",Demostració comercial,,Contausa,104,Windows,,,,2663,Estable,"El '''Contausa''' és un programa de comptabilitat molt complet. Les seves característiques bàsiques són:
Multiempresa: Permet portar diverses empreses a la vegada.
Pla General Comptable: Manteniment de comptes i subcomptes, fins a 12 dígits.
Assentaments: Introducció d'assentaments amb actualització automàtica dels  comptes. Permet la introducció d'assentaments automàtics: de facturació, de  cobraments i pagaments, i assentaments patró o predefinits.
Balanç de sumes i saldos: Entre dues dates…",Empresarial,http://www.ausatel.com/,3.6.12,,,,fals,18 març 2008 20:52:01,
Rebost:Corrector gramatical en català LanguageTool,"Daniel Naber i Marcin Miłkowski, Jaume Ortolà (català).",,"90,068,996",https://languagetool.org/download/LanguageTool-3.2.zip,"10,992",LGPL,Fitxer:LanguageTool-Icon.png,Corrector gramatical en català LanguageTool,26,"Linux,Windows,OSX",aplicació per a escriptori,,Projectes/LanguageTool,3808,Estable,"El '''LanguageTool''' és un corrector ortogràfic i gramatical de la llengua catalana. Aplica més de 2.200 regles per a trobar errades en texts en català, més enllà de les que detecta un simple corrector ortogràfic.

Algunes de les funcions que ofereix el LanguageTool són:GramàticaMajúscules i minúsculesConfusions i errors de picatgeErrors de puntuacióParaules errònies segons el contextVariants regionals i preferències estilístiques i editorials (opcionals i configurables)I…",Llengua,http://languagetool.org/ca/,3.2,,,,fals,20 gener 2012 15:33:54,
Rebost:Corrector gramatical en català LanguageTool per al Chrome,,,,https://chrome.google.com/webstore/detail/languagetool/oldceeleldhonbafppcapldpdifcinji?hl=ca,1,,Fitxer:LanguageTool-Icon.png,Corrector gramatical en català LanguageTool per al Chrome,0,"Linux,Windows,OSX",extensió per al Chrome,,Projectes/LanguageTool,0,Estable,"El '''LanguageTool''' és un corrector ortogràfic i gramatical de la llengua catalana. Aplica més de 2.200 regles per a trobar errades en texts en català, més enllà de les que detecta un simple corrector ortogràfic.

Amb aquesta extensió podeu revisar un text amb el corrector gramatical i d'estil LanguageTool des del navegador Chrome.

Ús: seleccioneu el text que voleu revisar o cliqueu en un camp…",Internet Navegadors,http://languagetool.org/ca/,0.8.6,,,,fals,21 desembre 2015 21:25:24,
Rebost:Corrector gramatical en català LanguageTool per al Firefox,,,,https://addons.mozilla.org/firefox/addon/languagetoolfx/,1,,Fitxer:LanguageTool-Icon.png,Corrector gramatical en català LanguageTool per al Firefox,0,"Linux,Windows,OSX",extensió per al Firefox,,Projectes/LanguageTool,0,Estable,"El '''LanguageTool''' és un corrector ortogràfic i gramatical de la llengua catalana. Aplica més de 2.200 regles per a trobar errades en texts en català, més enllà de les que detecta un simple corrector ortogràfic.

Amb aquesta extensió podeu revisar un text amb el corrector gramatical i d'estil LanguageTool des del navegador Firefox.…",Internet Navegadors,http://languagetool.org/ca/,0.7.1,,,,fals,1 octubre 2015 17:24:56,
Rebost:Corrector gramatical en català LanguageTool per al LibreOffice - Apache OpenOffice,,,"56,217,291",https://languagetool.org/download/LanguageTool-3.2.oxt,"1,554",,Fitxer:LanguageTool-Icon.png,Corrector gramatical en català LanguageTool per al LibreOffice - Apache OpenOffice,0,"Linux,Windows,OSX",Extensió,,Projectes/LanguageTool,0,Estable,"''(Podeu fer-ne la instal·lació automatitzada mitjançant el Catalanitzador de Softcatalà)''

El LanguageTool és un corrector ortogràfic i gramatical de la llengua catalana.

El LanguageTool funciona com una extensió per als paquets ofimàtics LibreOffice i Apache OpenOffice. Per usar el LanguageTool, seguiu els següents passos:
# En cas que no tingueu instal·lat Java 7, 32 bits, en el vostre ordinador, baixeu-lo gratuïtament  aquí i instal·leu-lo. Els usuaris…",Ofimàtica,http://languagetool.org/ca/,3.2,,,,fals,1 octubre 2015 17:27:13,
Rebost:Corrector gramatical en català LanguageTool per al Microsoft Word,Comunitat LanguageTool i Jaume Ortolà,,,https://github.com/jaumeortola/languagetool-msword10-addin/releases/download/0.6/MSWord-LanguageTool-Addin.zip,4,,,Corrector gramatical en català LanguageTool per al Microsoft Word,2,Windows,,,,5,Estable,"LanguageTool és un programa de revisió lingüística de codi obert per a més de 20 llengües. Amb aquest complement (""add-in"") el podreu fer servir en el Microsoft Word per al Windows.

Aquesta implementació està en català i té opcions de configuració específiques per a aquesta llengua. Però també es pot servir amb les altres llengües que tenen suport en LanguageTool.

'''Instal·lació'''

Un cop baixat el fitxer…",Llengua,https://github.com/jaumeortola/languagetool-msword10-addin,0.6,,,,fals,24 febrer 2016 18:19:02,
Rebost:Corrector ortogràfic català per a l'Internet Explorer 11,Microsoft,,"1,010,607",http://%7B%7B%7BURL%20programa%7D%7D%7D,"10,206",Programari gratuït,,Corrector ortogràfic català per a l'Internet Explorer 11,2,Windows,,,,4,Estable,"''(Podeu fer-ne la instal·lació automatitzada mitjançant el Catalanitzador de Softcatalà)''

Corrector ortogràfic català per a Internet Explorer 11 en sistemes amb Windows 7. Aquest complement permet la correcció ortogràfica en català als camps d'edició de pàgines web.…",Internet Navegadors,,1.0,,,,verdader,30 juny 2014 20:23:12,
Rebost:Corrector ortogràfic de català (general) per a Mozilla,Softcatalà,,"386,755",https://addons.mozilla.org/ca/firefox/downloads/latest/3369/addon-3369-latest.xpi,"54,991","GPL 2+, LGPL 2.1+",Fitxer:Spellcheck.png,Corrector ortogràfic de català (general) per a Mozilla,283,"Linux,Windows,OSX",,,,3219,Estable,"El '''Corrector ortogràfic per a Mozilla''' serveix per a qualsevol dels productes següents: Firefox, Thunderbird, SeaMonkey i KompoZer. Us permetrà verificar l'ortografia del català dels vostres correus electrònics o formularis.

Conté totes les entrades que formen part de l'estàndard general definit per l' Catalans, així com la morfologia recollida a la seva gramàtica. Inclou totes les formes específiques valencianes i balears recollides per l'IEC i el…",Llengua,http://www.softcatala.org/corrector,3.0.0,,,,fals,28 desembre 2008 23:28:52,
Rebost:Corrector ortogràfic de català (general) per al LibreOffice i l'Apache OpenOffice,Softcatalà,,"1,290,696",https://github.com/jaumeortola/catalan-dict-tools/releases/download/v3.0.0/ca.3.0.0.oxt,"182,142","GPL 2+, LGPL 2.1+",Fitxer:Spellcheck.png,Corrector ortogràfic de català (general) per al LibreOffice i l'Apache OpenOffice,516,"Linux,Windows,OSX",,,Projectes/Corrector ortogràfic,3287,Estable,"El '''Corrector ortogràfic de català (general) per al LibreOffice''' us permetrà verificar l'ortografia del català dels vostres documents de LibreOffice en qualsevol llengua o plataforma (Windows, Linux, OSX). També el podeu utilitzar en l'OpenOffice.org 3.x i l'Apache OpenOffice.

Conté totes les entrades que formen part de l'estàndard general definit per l'Institut d'Estudis Catalans, així com la morfologia recollida a la seva gramàtica. Inclou totes…",Llengua,http://www.softcatala.org/corrector,3.0.0,,,,fals,28 desembre 2008 22:25:59,
Rebost:Corrector ortogràfic de català (valencià) per a Mozilla,Softcatalà,,"389,349",https://addons.mozilla.org/ca/firefox/downloads/latest/9192/addon-9192-latest.xpi,"4,301","GPL 2+, LGPL 2.1+",Fitxer:Spellcheck.png,Corrector ortogràfic de català (valencià) per a Mozilla,117,"Linux,Windows,OSX",,,,2709,Estable,"El '''Corrector ortogràfic de valencià per a Mozilla''' serveix per a qualsevol dels productes següents: Firefox, Thunderbird, SeaMonkey i KompoZer. Us permetrà verificar l'ortografia de les formes valencianes del català dels vostres correus electrònics o formularis.

Aquest corrector conté totes les entrades de la versió general, però afegint-hi les formes recollides per l' Llengua, com ara la doble accentuació d'alguns mots i les noves entrades del…",Llengua,http://www.softcatala.org/corrector_valencia,3.0.0,,,,fals,28 desembre 2008 23:19:21,
Rebost:Corrector ortogràfic de català (valencià) per al LibreOffice i l'Apache OpenOffice,Softcatalà,,"518,176",https://github.com/jaumeortola/catalan-dict-tools/releases/download/v3.0.0/ca-valencia.3.0.0.oxt,"15,779","GPL 2+, LGPL 2.1+",Fitxer:Spellcheck.png,Corrector ortogràfic de català (valencià) per al LibreOffice i l'Apache OpenOffice,135,"Linux,Windows,OSX",,,Projectes/Corrector ortogràfic,2889,Estable,"El '''Corrector ortogràfic de català (valencià) per al LibreOffice''' us permetrà verificar l'ortografia de les formes valencianes del català als vostres documents de LibreOffice en qualsevol llengua o plataforma (Windows, Linux, OSX). També el podeu utilitzar en l'OpenOffice.org 3.x i Apache OpenOffice. 

Aquest corrector conté totes les entrades de la versió general, però afegint-hi les formes recollides per l'Acadèmia Valenciana de la Llengua, com…",Llengua,http://www.softcatala.org/corrector_valencia,3.0.0,,,,fals,28 desembre 2008 22:39:46,
